titles,author,number_of_reviews,number_of_ratings,average_rating,number_of_pages,first_published,series,genres,url,cover_url,length,rating_range
Why Johnny Can't Brand: Rediscovering the Lost Art of the Big Idea,Bill Schley,9,67,7.8,252,2005,False,['Business'],https://www.goodreads.com/book/show/8646290-why-johnny-can-t-brand,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328343007l/8646290.jpg,medium,good
"Fitness For Duty: Principles, Methods, And Legal Issues",Anthony Stone,1,2,7.0,288,2000,False,"['Business', 'Psychology']",https://www.goodreads.com/book/show/10970814-fitness-for-duty,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328021925l/10970814.jpg,medium,good
Hannibal and Me: What History's Greatest Military Strategist Can Teach Us about Success and Failu Re,Andreas Kluth,84,669,8.6,336,2012,False,"['Nonfiction', 'History', 'Self Help']",https://www.goodreads.com/book/show/11566000-hannibal-and-me,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327986332l/11566000.jpg,medium,very good
Think Like Entrepreneur: Change your mindset and be an Entrepreneur,Erick Bulatowicz,0,19,7.3,142,2012,False,"['Business', 'Business > Entrepreneurship']",https://www.goodreads.com/book/show/16291216-think-like-entrepreneur,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384022140l/16291216.jpg,short,good
"Pitch Anything: An Innovative Method for Presenting, Persuading, and Winning the Deal",Oren Klaff,534,9793,8.1,240,2011,False,"['Business', 'Nonfiction', 'Psychology']",https://www.goodreads.com/book/show/10321016-pitch-anything,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347796457l/10321016.jpg,medium,very good
Successful Freelancing And Outsourcing: A Guide To Make Money Online And Increase Business Profit,Maria Johnsen,1,13,9.7,72,2013,False,['Business'],https://www.goodreads.com/book/show/18839092-successful-freelancing-and-outsourcing,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413752701l/18839092.jpg,short,very good
Career Book: The 9 Foundations of a Successful Career: A Guide Book for Reaching Success at Any Stage of Your Career (Best Business Books 8),Can Akdeniz,0,2,10.0,92,2014,False,Business,https://www.goodreads.com/book/show/22600334-career-book,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404007560l/22600334.jpg,short,excellent
Entrepreneur Revolution: How to Develop Your Entrepreneurial Mindset and Start a Business That Works,Daniel Priestley,72,840,8.1,220,2013,False,"['Business', 'Business > Entrepreneurship', 'Nonfiction']",https://www.goodreads.com/book/show/16286419-entrepreneur-revolution,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367777925l/16286419.jpg,medium,very good
Managementtheorieën in verschillende culturen,Geert Hofstede,0,2,7.0,60,1992,False,Business,https://www.goodreads.com/book/show/27798318-managementtheorie-n-in-verschillende-culturen,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1447229905l/27798318._SY475_.jpg,short,good
Rule #1 Don't Be #2,Daniel Milstein,29,95,8.0,248,2017,False,"['Business', 'Nonfiction', 'Self Help']",https://www.goodreads.com/book/show/35144938-rule-1-don-t-be-2,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1495318509l/35144938.jpg,medium,very good
The 21st Century Economy--A Beginner's Guide,Randy Charles Epping,11,83,7.4,336,2009,False,"['Economics', 'Nonfiction', 'Business']",https://www.goodreads.com/book/show/6201271-the-21st-century-economy--a-beginner-s-guide,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320499663l/6201271.jpg,medium,good
Selling 'em by the Sack: White Castle and the Creation of American Food,David Gerard Hogan,12,45,8.2,218,1997,False,"['Food and Drink > Food', 'History']",https://www.goodreads.com/book/show/46070.Selling_em_by_the_Sack,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417984275l/46070.jpg,medium,very good
Buffett's Bites: The Essential Investor's Guide to Warren Buffett's Shareholder Letters,L.J. Rittenhouse,14,113,7.4,214,2000,False,"['Business', 'Economics > Finance', 'Nonfiction']",https://www.goodreads.com/book/show/7299989-buffett-s-bites,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349001634l/7299989.jpg,medium,good
"Insight: Why We're Not as Self-Aware as We Think, and How Seeing Ourselves Clearly Helps Us Succeed at Work and in Life",Tasha Eurich,228,1983,7.7,368,2017,False,"['Psychology', 'Nonfiction', 'Self Help']",https://www.goodreads.com/book/show/31522008-insight,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1490031330l/31522008._SY475_.jpg,medium,good
Work the System: The Simple Mechanics of Making More and Working Less,Sam Carpenter,128,6384,7.7,240,2008,False,"['Business', 'Productivity', 'Nonfiction']",https://www.goodreads.com/book/show/6019060-work-the-system,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348261376l/6019060.jpg,medium,good
The Profit Advisor: The new role of accountants and bookkeepers,Femke Hogema,0,9,9.3,266,2020,False,Business,https://www.goodreads.com/book/show/51380419-the-profit-advisor,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1589074781l/51380419.jpg,medium,very good
An Introvert's Guide to World Domination: Become a High Level Networker and Upgrade Your Life,Nick Shelton,7,25,8.2,232,2020,False,"['Nonfiction', 'Self Help', 'Self Help > Personal Development']",https://www.goodreads.com/book/show/55318574-an-introvert-s-guide-to-world-domination,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1600017149l/55318574._SY475_.jpg,medium,very good
Think Like A Bartender: Recipes for Life,L.D. Morrow,1,7,10.0,240,2019,False,Business,https://www.goodreads.com/book/show/48721290-think-like-a-bartender,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1573075503l/48721290._SY475_.jpg,medium,excellent
"Reimagining Collaboration: Slack, Microsoft Teams, Zoom, and the Post-COVID World of Work",Phil Simon,12,35,7.6,284,2021,False,['Nonfiction'],https://www.goodreads.com/book/show/56463858-reimagining-collaboration,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1625146898l/56463858._SY475_.jpg,medium,good
The Rugged Entrepreneur: What Every Disruptive Business Leader Should Know,Carlton Scott Andrew,5,15,8.5,240,2021,False,Business,https://www.goodreads.com/book/show/55104756-the-rugged-entrepreneur,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1608476777l/55104756.jpg,medium,very good
Wellness and Personal Development Tips For The Modern Entrepreneur,Greg Reynoso,0,1,10.0,17,2021,False,Business,https://www.goodreads.com/book/show/56944203-wellness-and-personal-development-tips-for-the-modern-entrepreneur,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1612427006l/56944203._SY475_.jpg,very short,excellent
"Solopreneur Success: How to Plan, Create and Run a One-Person Business",Sue Allen Clayton,0,3,9.3,240,2021,False,Business,https://www.goodreads.com/book/show/56804051-solopreneur-success,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1611508651l/56804051._SX318_.jpg,medium,very good
A Mutual Fund Guide To Maximize Your RETURN: A Simplified Blueprint To Investing In Mutual Funds,Tamara Thompson,0,1,10.0,23,2021,False,Business,https://www.goodreads.com/book/show/58014828-a-mutual-fund-guide-to-maximize-your-return,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1620737903l/58014828._SY475_.jpg,very short,excellent
The Unfair Advantage: How You Already Have What It Takes to Succeed,Ash Ali,147,1003,8.2,256,2020,False,"['Self Help', 'Business', 'Nonfiction']",https://www.goodreads.com/book/show/50714359-the-unfair-advantage,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1580312960l/50714359._SY475_.jpg,medium,very good
"Me, Myself & Bob: A True Story about God, Dreams, and Talking Vegetables",Phil Vischer,382,1977,8.7,260,2007,False,"['Nonfiction', 'Biography', 'Christian']",https://www.goodreads.com/book/show/109516.Me_Myself_Bob,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380856931l/109516.jpg,medium,very good
Decision Traps: The Ten Barriers to Decision-Making and How to Overcome Them,J. Edward Russo,9,107,7.6,304,1989,False,"['Business', 'Nonfiction', 'Psychology']",https://www.goodreads.com/book/show/40038.Decision_Traps,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1169386429l/40038.jpg,medium,good
Breakthrough Advertising,Eugene M. Schwartz,76,706,9.1,236,1966,False,"['Business', 'Language > Writing', 'Nonfiction']",https://www.goodreads.com/book/show/8662312-breakthrough-advertising,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1350483851l/8662312.jpg,medium,very good
Leadership and Self-Deception: Getting Out of the Box,The Arbinger Institute,2546,28733,8.2,180,2000,False,"['Leadership', 'Business', 'Nonfiction']",https://www.goodreads.com/book/show/180463.Leadership_and_Self_Deception,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1172487064l/180463._SY475_.jpg,short,very good
Fool's Gold: How the Bold Dream of a Small Tribe at J.P. Morgan Was Corrupted by Wall Street Greed and Unleashed a Catastrophe,Gillian Tett,155,3188,7.7,256,2009,False,"['Economics > Finance', 'Economics', 'Nonfiction']",https://www.goodreads.com/book/show/6949328-fool-s-gold,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393772973l/6949328.jpg,medium,good
Hire and Keep the Best People: 21 Practical & Proven Techniques You Can Use Immediately!,Brian Tracy,10,68,7.6,96,2001,False,"['Business', 'Self Help', 'Leadership']",https://www.goodreads.com/book/show/115636.Hire_and_Keep_the_Best_People,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328747377l/115636.jpg,short,good
Don't Eat the Marshmallow Yet!: The Secret to Sweet Success in Work and Life,Joachim de Posada,108,872,8.3,97,2005,False,"['Self Help', 'Business', 'Nonfiction']",https://www.goodreads.com/book/show/722268.Don_t_Eat_the_Marshmallow_Yet_,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440376957l/722268._SY475_.jpg,short,very good
Learn Corporate Culture And Boost Your Career: Inside advice on corporate life and office politics,Clive Verrall,1,3,9.3,92,2020,False,Business,https://www.goodreads.com/book/show/55476690-learn-corporate-culture-and-boost-your-career,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1601283338l/55476690._SY475_.jpg,short,very good
The Wealth 2021: The Key To A Sustainable Lifestyle Build Your Online Empire,Valentin Luboya,1,1,10.0,178,2020,False,Business,https://www.goodreads.com/book/show/56925591-the-wealth-2021,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1612255834l/56925591._SX318_.jpg,short,excellent
"The Fundamentals of Trade Finance, 3rd Edition",Joseph F. Greco,0,3,10.0,240,2020,False,Business,https://www.goodreads.com/book/show/56599864-the-fundamentals-of-trade-finance-3rd-edition,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1610165197l/56599864._SY475_.jpg,medium,excellent
Take Charge: The Skills That Drive Professional Success,Norman Bacal,15,25,9.4,205,2021,False,['Self Help'],https://www.goodreads.com/book/show/56929777-take-charge,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1612293031l/56929777._SY475_.jpg,medium,very good
Crashed: How a Decade of Financial Crises Changed the World,Adam Tooze,342,2535,8.6,720,2018,False,"['Economics', 'History', 'Nonfiction']",https://www.goodreads.com/book/show/36950522-crashed,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545193013l/36950522._SY475_.jpg,long,very good
"Cryptocurrencies: Ponzi Schemes, Bubbles and Bitcoin",Alastair Dorsett,1,6,9.3,240,2021,False,Business,https://www.goodreads.com/book/show/58451773-cryptocurrencies,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1625052553l/58451773._SY475_.jpg,medium,very good
The Holistic Guide To Cold-Calling : A Step-By-Step Guide To Help You Create New Business Opportunities (The Vocal Bureau - What To Say - How To Say It & Who To Say It To),Simone Laraway,0,1,10.0,93,2021,False,Business,https://www.goodreads.com/book/show/59083746-the-holistic-guide-to-cold-calling,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1632731091l/59083746._SY475_.jpg,short,excellent
"Pleased, but not Satisfied",David L. Sokol,7,52,8.5,127,2008,False,"['Business', 'Self Help', 'Nonfiction']",https://www.goodreads.com/book/show/7685831-pleased-but-not-satisfied,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1273266988l/7685831.jpg,short,very good
Mr. China,Tim Clissold,124,1382,7.9,288,2004,False,"['Cultural > China', 'Business', 'Nonfiction']",https://www.goodreads.com/book/show/109705.Mr_China,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347537544l/109705.jpg,medium,good
"Traders, Guns & Money: Knowns and Unknowns in the Dazzling World of Derivatives",Satyajit Das,101,1730,7.7,334,2006,False,"['Economics > Finance', 'Economics', 'Business']",https://www.goodreads.com/book/show/71.Traders_Guns_Money,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386920548l/71.jpg,medium,good
Levers of Control: How Managers Use Innovative Control Systems to Drive Strategic Renewal,Robert Simons,9,48,8.1,232,1994,False,"['Business > Management', 'Business']",https://www.goodreads.com/book/show/565305.Levers_of_Control,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400955513l/565305.jpg,medium,very good
"One Tough Mother: Success in Life, Business and AP",Gert Boyle,31,193,8.0,208,2005,False,"['Business', 'Biography', 'Nonfiction']",https://www.goodreads.com/book/show/580895.One_Tough_Mother,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1175983449l/580895._SX318_.jpg,medium,very good
Intelligent Fanatics Project: How Great Leaders Build Sustainable Businesses,Sean Iddings,29,207,8.2,192,2016,False,"['Business', 'Business > Management', 'Economics > Finance']",https://www.goodreads.com/book/show/32052744-intelligent-fanatics-project,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1473921940l/32052744._SY475_.jpg,short,very good
Killing Marketing: How Innovative Businesses Are Turning Marketing Cost Into Profit,Joe Pulizzi,24,199,7.8,272,2013,False,"['Business', 'Nonfiction']",https://www.goodreads.com/book/show/35193517-killing-marketing,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507032535l/35193517._SY475_.jpg,medium,good
The Righteous Mind: Why Good People are Divided by Politics and Religion,Jonathan Haidt,4662,43918,8.4,500,2012,False,"['Nonfiction', 'Psychology', 'Politics']",https://www.goodreads.com/book/show/18245688-the-righteous-mind,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427910207l/18245688.jpg,long,very good
Am I Making Myself Clear?: Secrets of the World's Greatest Communicators,Terry Felber,40,397,8.3,141,2002,False,"['Language > Communication', 'Business', 'Self Help']",https://www.goodreads.com/book/show/401005.Am_I_Making_Myself_Clear_,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355073965l/401005.jpg,short,very good
The Abilene Paradox and Other Meditations on Management,Jerry B. Harvey,19,176,7.7,150,1988,False,"['Business > Management', 'Nonfiction', 'Business']",https://www.goodreads.com/book/show/694947.The_Abilene_Paradox_and_Other_Meditations_on_Management,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362960678l/694947.jpg,short,good
Fat Cats: The Strange Cult of the CEO,Gideon Haigh,2,14,7.4,154,2003,False,"['Business', 'Nonfiction', 'Leadership']",https://www.goodreads.com/book/show/496635.Fat_Cats,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1175231431l/496635._SY475_.jpg,short,good
The Unbreakable Rules of Marketing,Cathey Armillas,2,20,7.9,274,2012,False,['Business'],https://www.goodreads.com/book/show/15867038-the-unbreakable-rules-of-marketing,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348343347l/15867038.jpg,medium,good
The Self Improvement Book: A Guide Book for Success and Personal Development (Best Business Books 14),Can Akdeniz,0,3,8.7,273,2014,False,Business,https://www.goodreads.com/book/show/22707401-the-self-improvement-book,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405044340l/22707401.jpg,medium,very good
IT Savvy: What Top Executives Must Know to Go from Pain to Gain,Peter Weill,12,198,7.2,182,2009,False,"['Business', 'Nonfiction', 'Science > Technology']",https://www.goodreads.com/book/show/5491351-it-savvy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351663836l/5491351.jpg,short,good
How to Write Persuasive Emails: The 5-Step Blueprint for Writing Promotional Emails that Sell Your Products and Services,Tammi Metzler,9,37,8.6,57,2016,False,['Business'],https://www.goodreads.com/book/show/32021091-how-to-write-persuasive-emails,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1473762769l/32021091._SY475_.jpg,short,very good
We Do Things Differently: The Outsiders Rebooting Our World,Mark Stevenson,16,229,7.9,240,2017,False,"['Nonfiction', 'Business', 'Science']",https://www.goodreads.com/book/show/33350332-we-do-things-differently,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1484901119l/33350332.jpg,medium,good
Extreme Ownership: How U.S. Navy SEALs Lead and Win,Jocko Willink,3883,57887,8.5,320,2015,False,"['Leadership', 'Business', 'Nonfiction']",https://www.goodreads.com/book/show/23848190-extreme-ownership,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427163007l/23848190.jpg,medium,very good
Enthusiasm Makes the Difference,Norman Vincent Peale,26,549,8.2,272,1967,False,"['Nonfiction', 'Self Help', 'Business']",https://www.goodreads.com/book/show/1543785.Enthusiasm_Makes_the_Difference,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389555193l/1543785.jpg,medium,very good
It's Your Ship: Management Techniques from the Best Damn Ship in the Navy,D. Michael Abrashoff,551,7986,8.1,212,2002,False,"['Leadership', 'Business', 'Nonfiction']",https://www.goodreads.com/book/show/183392.It_s_Your_Ship,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435059869l/183392._SY475_.jpg,medium,very good
Cross Winds: Adventure and Entrepreneurship in the Russian Far East,Steven Myers,12,25,9.5,344,2020,False,['Business'],https://www.goodreads.com/book/show/54872870-cross-winds,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1597078644l/54872870.jpg,medium,very good
Are Your Lights On?: How to Figure Out What the Problem Really is,Donald C. Gause,70,857,8.0,156,1982,False,"['Business', 'Nonfiction', 'Psychology']",https://www.goodreads.com/book/show/1044831.Are_Your_Lights_On_,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356474262l/1044831.jpg,short,very good
Power and Influence,John P. Kotter,11,123,7.8,240,1985,False,"['Leadership', 'Business', 'Self Help']",https://www.goodreads.com/book/show/251737.Power_and_Influence,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388202543l/251737.jpg,medium,good
Pour Your Heart Into It: How Starbucks Built a Company One Cup at a Time,Howard Schultz,684,10637,8.0,351,1997,False,"['Business', 'Nonfiction', 'Biography']",https://www.goodreads.com/book/show/626601.Pour_Your_Heart_Into_It,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1264555104l/626601.jpg,medium,very good
Managing for Results,Peter F. Drucker,15,525,8.3,256,1964,False,"['Business', 'Business > Management', 'Leadership']",https://www.goodreads.com/book/show/114845.Managing_for_Results,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1223645438l/114845.jpg,medium,very good
Leadership Academy: The Only Leadership Book You Must Read,Can Akdeniz,0,4,9.5,542,2014,False,"['Leadership', 'Business']",https://www.goodreads.com/book/show/22541284-leadership-academy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405287545l/22541284.jpg,long,very good
"Puritan Gift, The: Reclaiming the American Dream Amidst Global Financial Chaos",Kenneth Hopper,11,68,8.6,352,2007,False,"['Business', 'History', 'Economics > Finance']",https://www.goodreads.com/book/show/13377405-puritan-gift-the,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394268768l/13377405.jpg,medium,very good
Enterprise Architecture As Strategy: Creating a Foundation for Business Execution,Jeanne W. Ross,51,666,7.8,256,2006,False,"['Business', 'Science > Technology', 'Nonfiction']",https://www.goodreads.com/book/show/70137.Enterprise_Architecture_As_Strategy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388266312l/70137.jpg,medium,good
Failing Forward: Turning Mistakes into Stepping Stones for Success,John C. Maxwell,560,10924,8.2,224,2000,False,"['Business', 'Leadership', 'Self Help']",https://www.goodreads.com/book/show/628071.Failing_Forward,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380858370l/628071.jpg,medium,very good
Lead and Disrupt: How to Solve the Innovator's Dilemma,Charles A. O'Reilly,24,216,7.9,280,2016,False,"['Business', 'Leadership', 'Nonfiction']",https://www.goodreads.com/book/show/28162949-lead-and-disrupt,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450038345l/28162949.jpg,medium,good
"Tough Times Never Last, but Tough People Do!",Robert H. Schuller,149,3084,8.4,240,1984,False,"['Self Help', 'Nonfiction', 'Inspirational']",https://www.goodreads.com/book/show/1374307.Tough_Times_Never_Last_but_Tough_People_Do_,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441813884l/1374307._SY475_.jpg,medium,very good
Marketing Management,Peter R. Dickson,0,6,7.3,704,1994,False,['Business'],https://www.goodreads.com/book/show/2628446-marketing-management,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1266978927l/2628446.jpg,long,good
Model: The Ugly Business of Beautiful Women,Michael Gross,40,466,7.0,560,1995,False,"['Nonfiction', 'Couture > Fashion', 'History']",https://www.goodreads.com/book/show/772597.Model,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347590571l/772597.jpg,long,good
Talent is Overrated: What Really Separates World-Class Performers from Everybody Else,Geoff Colvin,1056,19736,7.8,240,2008,False,"['Nonfiction', 'Business', 'Psychology']",https://www.goodreads.com/book/show/4485966-talent-is-overrated,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440778775l/4485966._SY475_.jpg,medium,good
Leaving Microsoft To Change The World: An Entrepreneur's Quest To Educate The World's Children,John Wood,547,4415,8.2,288,2006,False,"['Nonfiction', 'Autobiography > Memoir', 'Education']",https://www.goodreads.com/book/show/3483719-leaving-microsoft-to-change-the-world,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348624434l/3483719.jpg,medium,very good
Energy Myths and Realities: Bringing Science to the Energy Policy Debate,Vaclav Smil,47,511,7.8,232,2010,False,"['Science', 'Nonfiction', 'Environment']",https://www.goodreads.com/book/show/8793836-energy-myths-and-realities,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347942680l/8793836.jpg,medium,good
Quit Your Job: A Practical 7 Steps-Plan To Start Your Own Business and Escape the 9 to 5 (Best Business Books Book 22),Can Akdeniz,0,3,6.7,21,2014,False,Business,https://www.goodreads.com/book/show/22923059-quit-your-job,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408177927l/22923059.jpg,very short,good
QBQ! The Question Behind the Question: Practicing Personal Accountability in Work and in Life,John G. Miller,669,10455,7.6,115,2004,False,"['Business', 'Nonfiction', 'Leadership']",https://www.goodreads.com/book/show/168981.QBQ_The_Question_Behind_the_Question,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440881203l/168981._SY475_.jpg,short,good
How to Fail at Almost Everything and Still Win Big: Kind of the Story of My Life,Scott Adams,1595,17355,8.0,248,2013,False,"['Nonfiction', 'Self Help', 'Business']",https://www.goodreads.com/book/show/17859574-how-to-fail-at-almost-everything-and-still-win-big,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369823209l/17859574.jpg,medium,very good
Still Moving: How to Lead Mindful Change,Deborah Rowland,6,12,7.7,268,2017,False,['Business'],https://www.goodreads.com/book/show/32971995-still-moving,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497282552l/32971995.jpg,medium,good
Brotopia: Breaking Up the Boys' Club of Silicon Valley,Emily Chang,621,5500,8.0,317,2018,False,"['Nonfiction', 'Business', 'Feminism']",https://www.goodreads.com/book/show/36288143-brotopia,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1621326555l/36288143.jpg,medium,very good
The Dream Giver,Bruce H. Wilkinson,469,6570,8.5,157,2003,True,"['Christian', 'Nonfiction', 'Self Help']",https://www.goodreads.com/book/show/3635.The_Dream_Giver,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437958074l/3635._SY475_.jpg,short,very good
The End of Marketing as We Know It,Sergio Zyman,28,312,7.4,272,2000,False,"['Business', 'Nonfiction']",https://www.goodreads.com/book/show/1280061.The_End_of_Marketing_as_We_Know_It,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349076468l/1280061.jpg,medium,good
The Unwritten Rules of the Game,Peter Scott-Morgan,4,15,8.0,244,1994,False,Business,https://www.goodreads.com/book/show/910465.The_Unwritten_Rules_of_the_Game,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1266671432l/910465.jpg,medium,very good
"Topgrading: How Leading Companies Win by Hiring, Coaching, and Keeping the Best People",Bradford D. Smart,28,687,7.5,592,2005,False,"['Business', 'Leadership', 'Business > Management']",https://www.goodreads.com/book/show/915182.Topgrading,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309284520l/915182.jpg,long,good
"Strategy Bites Back: It Is Far More, and Less, Than You Ever Imagined",Henry Mintzberg,10,98,7.6,284,2004,False,"['Business', 'Nonfiction', 'Business > Management']",https://www.goodreads.com/book/show/867949.Strategy_Bites_Back,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348740746l/867949.jpg,medium,good
Standing Room Only: Strategies for Marketing the Performing Arts,Philip Kotler,2,55,8.0,576,1997,False,"['Business', 'Nonfiction', 'Business > Management']",https://www.goodreads.com/book/show/345334.Standing_Room_Only,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388206367l/345334.jpg,long,very good
Gates: How Microsoft's Mogul Reinvented an Industry--and Made Himself the Richest Man in America,Stephen Manes,16,503,8.1,560,1992,False,"['Biography', 'Business', 'Science > Technology']",https://www.goodreads.com/book/show/41643.Gates,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386920099l/41643.jpg,long,very good
Executive Blues: Down and Out in Corporate America,G.J. Meyer,1,23,7.7,245,1995,False,"['Business', 'Leadership']",https://www.goodreads.com/book/show/4554621-executive-blues,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348652216l/4554621.jpg,medium,good
General Managers,John P. Kotter,3,28,8.3,240,1982,False,"['Business', 'Business > Management']",https://www.goodreads.com/book/show/1601848.General_Managers,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358264068l/1601848.jpg,medium,very good
"The Energy Bus: 10 Rules to Fuel Your Life, Work, and Team with Positive Energy",Jon Gordon,1748,17894,7.7,192,2007,False,"['Nonfiction', 'Self Help', 'Business']",https://www.goodreads.com/book/show/81107.The_Energy_Bus,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419179201l/81107.jpg,short,good
Steve Jobs Book: Things You Should Learn from Steve Jobs,Can Akdeniz,2,18,7.4,30,2014,False,Business,https://www.goodreads.com/book/show/22976375-steve-jobs-book,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1412619104l/22976375.jpg,very short,good
The First 90 Days: Critical Success Strategies for New Leaders at All Levels,Michael D. Watkins,1253,22388,7.7,0,2003,False,"['Business', 'Leadership', 'Nonfiction']",https://www.goodreads.com/book/show/1450587.The_First_90_Days,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347343140l/1450587.jpg,very short,good
The Chocolate Wars: Inside the Secret Worlds of Mars and Hershey,Joel G. Brenner,1,12,9.5,384,1999,False,"['Business', 'Food and Drink > Food', 'Nonfiction']",https://www.goodreads.com/book/show/21065886-the-chocolate-wars,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394330162l/21065886.jpg,medium,very good
